age,gender,qualification,employability_status,years_of_experience,location,field_of_study,skills,training_courses_completed,employment_rate,unemployment_rate
31,Female,Postgraduate,Unemployable,12,Rural,Architecture,"IoT Development, Human Resources, Digital Marketing",5,48.53333333333333,51.46666666666667
40,Female,Postgraduate,Employable,13,Rural,Psychology,"IoT Development, Public Speaking, Human Resources",0,48.53333333333333,51.46666666666667
28,Female,Postgraduate,Unemployable,6,Rural,Psychology,"Human Resources, Mobile App Development, Machine Learning",2,48.53333333333333,51.46666666666667
38,Female,Postgraduate,Employable,6,Rural,Education,"Time Management, Blockchain, Data Analysis",0,48.53333333333333,51.46666666666667
41,Female,Postgraduate,Employable,6,Rural,Finance,"Content Writing, IoT Development, Cloud Computing",8,48.53333333333333,51.46666666666667
40,Female,Matric,Unemployable,2,Urban,Education,"Content Writing, IoT Development, Data Analysis",0,48.53333333333333,51.46666666666667
31,Female,Matric,Unemployable,15,Urban,Psychology,"Mobile App Development, IoT Development, Human Resources",1,48.53333333333333,51.46666666666667
24,Female,Matric,Unemployable,2,Urban,Law,"IoT Development, Human Resources, Mobile App Development",3,48.53333333333333,51.46666666666667
22,Female,Matric,Unemployable,10,Urban,Psychology,"Graphic Design, IoT Development, Machine Learning",4,48.53333333333333,51.46666666666667
20,Female,Matric,Unemployable,7,Urban,Law,"Time Management, Human Resources, Content Writing",9,48.53333333333333,51.46666666666667
41,Female,Postgraduate,Employable,8,Urban,Architecture,"Cybersecurity, Digital Marketing, Time Management",4,48.53333333333333,51.46666666666667
36,Female,Postgraduate,Employable,8,Urban,Humanities,"IoT Development, Time Management, Content Writing",8,48.53333333333333,51.46666666666667
21,Female,Postgraduate,Employable,7,Urban,Education,"IoT Development, Graphic Design, Cybersecurity",7,48.53333333333333,51.46666666666667
22,Female,Postgraduate,Employable,9,Urban,Agriculture,"Public Speaking, Human Resources, IoT Development",10,48.53333333333333,51.46666666666667
19,Female,Postgraduate,Employable,1,Urban,Law,"Time Management, Graphic Design, Digital Marketing",10,48.53333333333333,51.46666666666667
24,Male,Matric,Unemployable,1,Urban,Marketing,"Graphic Design, IoT Development, Financial Analysis",9,48.53333333333333,51.46666666666667
22,Male,Matric,Unemployable,11,Urban,Social Work,"SEO, Content Writing, Data Analysis",2,48.53333333333333,51.46666666666667
18,Male,Matric,Unemployable,0,Urban,Social Work,"Cloud Computing, Time Management, Content Writing",3,48.53333333333333,51.46666666666667
34,Male,Matric,Unemployable,4,Urban,Education,"Data Analysis, Content Writing, Machine Learning",8,48.53333333333333,51.46666666666667
30,Male,Matric,Unemployable,0,Urban,Computer Science,"Content Writing, Time Management, Public Speaking",1,48.53333333333333,51.46666666666667
35,Male,No Qualification,Unemployable,3,Urban,Humanities,"Mobile App Development, IoT Development, Time Management",5,48.53333333333333,51.46666666666667
37,Male,No Qualification,Unemployable,6,Urban,Psychology,"Public Speaking, Human Resources, Blockchain",6,48.53333333333333,51.46666666666667
19,Male,No Qualification,Unemployable,11,Urban,Humanities,"Data Analysis, Time Management, SEO",0,48.53333333333333,51.46666666666667
40,Male,No Qualification,Unemployable,15,Urban,Marketing,"Blockchain, Mobile App Development, Content Writing",9,48.53333333333333,51.46666666666667
25,Male,No Qualification,Unemployable,0,Urban,Psychology,"Digital Marketing, Time Management, Mobile App Development",6,48.53333333333333,51.46666666666667
44,Female,Degree,Employable,8,Rural,Psychology,"Machine Learning, Mobile App Development, Graphic Design",5,48.53333333333333,51.46666666666667
32,Female,Degree,Employable,15,Rural,Environmental Science,"Cloud Computing, Time Management, Digital Marketing",1,48.53333333333333,51.46666666666667
24,Female,Degree,Employable,15,Rural,Social Work,"Blockchain, Public Speaking, SEO",8,48.53333333333333,51.46666666666667
45,Female,Degree,Unemployable,10,Rural,Social Work,"Digital Marketing, Time Management, Human Resources",10,48.53333333333333,51.46666666666667
36,Female,Degree,Employable,13,Rural,Social Work,"IoT Development, Graphic Design, Mobile App Development",3,48.53333333333333,51.46666666666667
24,Non-binary,No Qualification,Unemployable,5,Rural,Humanities,"Data Analysis, SEO, Cybersecurity",7,48.53333333333333,51.46666666666667
23,Non-binary,No Qualification,Unemployable,2,Rural,Humanities,"Content Writing, Graphic Design, Data Analysis",9,48.53333333333333,51.46666666666667
29,Non-binary,No Qualification,Unemployable,5,Rural,Marketing,"IoT Development, Blockchain, Financial Analysis",0,48.53333333333333,51.46666666666667
34,Non-binary,No Qualification,Unemployable,8,Rural,Humanities,"Graphic Design, Mobile App Development, Financial Analysis",9,48.53333333333333,51.46666666666667
39,Non-binary,No Qualification,Unemployable,4,Rural,Architecture,"Mobile App Development, Content Writing, Digital Marketing",10,48.53333333333333,51.46666666666667
18,Male,Postgraduate,Employable,5,Rural,Humanities,"Cybersecurity, IoT Development, Mobile App Development",9,48.53333333333333,51.46666666666667
27,Male,Postgraduate,Employable,9,Rural,Computer Science,"Human Resources, IoT Development, Blockchain",2,48.53333333333333,51.46666666666667
42,Male,Postgraduate,Employable,11,Rural,Psychology,"Cloud Computing, Blockchain, Content Writing",3,48.53333333333333,51.46666666666667
35,Male,Postgraduate,Employable,14,Rural,Marketing,"Cybersecurity, Financial Analysis, Digital Marketing",5,48.53333333333333,51.46666666666667
32,Male,Postgraduate,Employable,15,Rural,Architecture,"Digital Marketing, Human Resources, Public Speaking",6,48.53333333333333,51.46666666666667
45,Female,Diploma,Unemployable,4,Rural,Law,"Content Writing, Blockchain, Graphic Design",6,48.53333333333333,51.46666666666667
35,Female,Diploma,Unemployable,6,Rural,Education,"Digital Marketing, Public Speaking, Machine Learning",8,48.53333333333333,51.46666666666667
24,Female,Diploma,Unemployable,7,Rural,Social Work,"IoT Development, SEO, Content Writing",9,48.53333333333333,51.46666666666667
34,Female,Diploma,Unemployable,13,Rural,Agriculture,"Time Management, Mobile App Development, Blockchain",0,48.53333333333333,51.46666666666667
35,Female,Diploma,Unemployable,6,Rural,Psychology,"Financial Analysis, Cybersecurity, Content Writing",9,48.53333333333333,51.46666666666667
42,Female,Postgraduate,Unemployable,15,Urban,Computer Science,"Mobile App Development, Graphic Design, Human Resources",4,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Unemployable,3,Urban,Computer Science,"Time Management, Cloud Computing, Cybersecurity",5,48.53333333333333,51.46666666666667
35,Female,Postgraduate,Unemployable,11,Urban,Finance,"Mobile App Development, Digital Marketing, Public Speaking",5,48.53333333333333,51.46666666666667
27,Female,Postgraduate,Unemployable,6,Urban,Law,"Machine Learning, Cybersecurity, Graphic Design",5,48.53333333333333,51.46666666666667
45,Female,Postgraduate,Unemployable,7,Urban,Environmental Science,"IoT Development, Graphic Design, Financial Analysis",0,48.53333333333333,51.46666666666667
44,Non-binary,No Qualification,Unemployable,4,Rural,Marketing,"Cloud Computing, Public Speaking, Cybersecurity",2,48.53333333333333,51.46666666666667
28,Non-binary,No Qualification,Unemployable,13,Rural,Marketing,"Human Resources, IoT Development, Machine Learning",2,48.53333333333333,51.46666666666667
21,Non-binary,No Qualification,Unemployable,2,Rural,Humanities,"Mobile App Development, Digital Marketing, Human Resources",7,48.53333333333333,51.46666666666667
34,Non-binary,No Qualification,Unemployable,13,Rural,Marketing,"Financial Analysis, Machine Learning, Cybersecurity",1,48.53333333333333,51.46666666666667
31,Non-binary,No Qualification,Unemployable,0,Rural,Marketing,"Data Analysis, Graphic Design, Machine Learning",6,48.53333333333333,51.46666666666667
32,Male,Diploma,Employable,13,Urban,Environmental Science,"Digital Marketing, Cloud Computing, Cybersecurity",4,48.53333333333333,51.46666666666667
20,Male,Diploma,Employable,15,Urban,Finance,"Digital Marketing, Time Management, Machine Learning",0,48.53333333333333,51.46666666666667
43,Male,Diploma,Employable,0,Urban,Computer Science,"Financial Analysis, Mobile App Development, Time Management",2,48.53333333333333,51.46666666666667
28,Male,Diploma,Employable,6,Urban,Law,"Graphic Design, Cloud Computing, Blockchain",9,48.53333333333333,51.46666666666667
26,Male,Diploma,Employable,4,Urban,Psychology,"Digital Marketing, Machine Learning, Public Speaking",7,48.53333333333333,51.46666666666667
31,Non-binary,Postgraduate,Employable,4,Rural,Social Work,"Data Analysis, Financial Analysis, Blockchain",8,48.53333333333333,51.46666666666667
32,Non-binary,Postgraduate,Employable,9,Rural,Environmental Science,"Cloud Computing, Digital Marketing, Cybersecurity",5,48.53333333333333,51.46666666666667
30,Non-binary,Postgraduate,Employable,9,Rural,Psychology,"Time Management, Digital Marketing, Blockchain",0,48.53333333333333,51.46666666666667
20,Non-binary,Postgraduate,Employable,10,Rural,Law,"SEO, Human Resources, Cybersecurity",10,48.53333333333333,51.46666666666667
44,Non-binary,Postgraduate,Employable,11,Rural,Environmental Science,"Graphic Design, Cybersecurity, Human Resources",10,48.53333333333333,51.46666666666667
39,Female,Matric,Unemployable,5,Urban,Agriculture,"Data Analysis, Machine Learning, Time Management",9,48.53333333333333,51.46666666666667
36,Female,Matric,Unemployable,13,Urban,Finance,"Mobile App Development, Digital Marketing, Machine Learning",1,48.53333333333333,51.46666666666667
30,Female,Matric,Unemployable,6,Urban,Agriculture,"Cloud Computing, IoT Development, Graphic Design",8,48.53333333333333,51.46666666666667
44,Female,Matric,Unemployable,10,Urban,Environmental Science,"Human Resources, Public Speaking, Data Analysis",0,48.53333333333333,51.46666666666667
42,Female,Matric,Unemployable,11,Urban,Humanities,"Graphic Design, Data Analysis, Content Writing",7,48.53333333333333,51.46666666666667
44,Male,Postgraduate,Unemployable,2,Rural,Education,"Time Management, IoT Development, Cloud Computing",7,48.53333333333333,51.46666666666667
36,Male,Postgraduate,Unemployable,1,Rural,Computer Science,"Cybersecurity, Digital Marketing, Time Management",4,48.53333333333333,51.46666666666667
42,Male,Postgraduate,Unemployable,9,Rural,Law,"Public Speaking, Mobile App Development, SEO",3,48.53333333333333,51.46666666666667
31,Male,Postgraduate,Unemployable,4,Rural,Education,"Mobile App Development, Digital Marketing, IoT Development",6,48.53333333333333,51.46666666666667
25,Male,Postgraduate,Unemployable,4,Rural,Computer Science,"Cybersecurity, Mobile App Development, Cloud Computing",0,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,1,Urban,Humanities,"Machine Learning, Data Analysis, Human Resources",0,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,7,Urban,Psychology,"Public Speaking, Graphic Design, Human Resources",9,48.53333333333333,51.46666666666667
20,Female,Degree,Unemployable,9,Urban,Education,"IoT Development, Cybersecurity, Data Analysis",7,48.53333333333333,51.46666666666667
35,Female,Degree,Unemployable,10,Urban,Environmental Science,"Graphic Design, Time Management, Content Writing",6,48.53333333333333,51.46666666666667
22,Female,Degree,Unemployable,13,Urban,Environmental Science,"Financial Analysis, IoT Development, Human Resources",8,48.53333333333333,51.46666666666667
23,Female,Degree,Employable,6,Rural,Finance,"Graphic Design, Human Resources, Blockchain",3,48.53333333333333,51.46666666666667
18,Female,Degree,Employable,12,Rural,Finance,"Cloud Computing, Machine Learning, IoT Development",5,48.53333333333333,51.46666666666667
41,Female,Degree,Employable,4,Rural,Architecture,"Financial Analysis, Data Analysis, Human Resources",1,48.53333333333333,51.46666666666667
28,Female,Degree,Employable,3,Rural,Law,"Blockchain, Mobile App Development, IoT Development",5,48.53333333333333,51.46666666666667
21,Female,Degree,Employable,0,Rural,Law,"Public Speaking, Human Resources, Graphic Design",4,48.53333333333333,51.46666666666667
18,Female,Diploma,Unemployable,15,Rural,Humanities,"Time Management, Financial Analysis, Graphic Design",10,48.53333333333333,51.46666666666667
33,Female,Diploma,Unemployable,7,Rural,Architecture,"Cybersecurity, Machine Learning, Public Speaking",5,48.53333333333333,51.46666666666667
36,Female,Diploma,Unemployable,3,Rural,Environmental Science,"SEO, Graphic Design, Financial Analysis",0,48.53333333333333,51.46666666666667
22,Female,Diploma,Unemployable,8,Rural,Law,"Digital Marketing, Time Management, Human Resources",6,48.53333333333333,51.46666666666667
28,Female,Diploma,Unemployable,1,Rural,Finance,"Content Writing, SEO, Blockchain",6,48.53333333333333,51.46666666666667
21,Female,Matric,Employable,11,Rural,Humanities,"Public Speaking, Blockchain, Financial Analysis",7,48.53333333333333,51.46666666666667
35,Female,Matric,Employable,12,Rural,Finance,"Human Resources, Blockchain, Cybersecurity",10,48.53333333333333,51.46666666666667
45,Female,Matric,Employable,3,Rural,Agriculture,"Public Speaking, Digital Marketing, Machine Learning",3,48.53333333333333,51.46666666666667
29,Female,Matric,Employable,0,Rural,Architecture,"Cloud Computing, Content Writing, Digital Marketing",1,48.53333333333333,51.46666666666667
42,Female,Matric,Employable,5,Rural,Education,"Cloud Computing, Digital Marketing, SEO",3,48.53333333333333,51.46666666666667
36,Female,Matric,Employable,13,Urban,Finance,"Digital Marketing, Financial Analysis, Graphic Design",9,48.53333333333333,51.46666666666667
38,Female,Matric,Unemployable,1,Urban,Environmental Science,"Graphic Design, IoT Development, Machine Learning",9,48.53333333333333,51.46666666666667
19,Female,Matric,Unemployable,12,Urban,Education,"Public Speaking, Graphic Design, Machine Learning",6,48.53333333333333,51.46666666666667
22,Female,Matric,Employable,1,Urban,Environmental Science,"Public Speaking, Content Writing, IoT Development",5,48.53333333333333,51.46666666666667
27,Female,Matric,Employable,15,Urban,Humanities,"Data Analysis, SEO, Public Speaking",8,48.53333333333333,51.46666666666667
23,Male,Diploma,Employable,6,Rural,Environmental Science,"Financial Analysis, Mobile App Development, Cloud Computing",10,48.53333333333333,51.46666666666667
32,Male,Diploma,Employable,3,Rural,Humanities,"Time Management, Human Resources, Cloud Computing",7,48.53333333333333,51.46666666666667
20,Male,Diploma,Employable,7,Rural,Environmental Science,"Public Speaking, Time Management, Cybersecurity",8,48.53333333333333,51.46666666666667
34,Male,Diploma,Employable,2,Rural,Psychology,"Public Speaking, Cybersecurity, Financial Analysis",9,48.53333333333333,51.46666666666667
33,Male,Diploma,Employable,5,Rural,Marketing,"Cloud Computing, Cybersecurity, IoT Development",1,48.53333333333333,51.46666666666667
45,Female,Diploma,Employable,1,Rural,Social Work,"Mobile App Development, Cloud Computing, Financial Analysis",4,48.53333333333333,51.46666666666667
44,Female,Diploma,Employable,14,Rural,Education,"Data Analysis, Human Resources, Content Writing",5,48.53333333333333,51.46666666666667
29,Female,Diploma,Employable,8,Rural,Architecture,"Data Analysis, Content Writing, SEO",9,48.53333333333333,51.46666666666667
19,Female,Diploma,Employable,8,Rural,Marketing,"Cloud Computing, Human Resources, Machine Learning",7,48.53333333333333,51.46666666666667
45,Female,Diploma,Employable,10,Rural,Computer Science,"Mobile App Development, SEO, Data Analysis",7,48.53333333333333,51.46666666666667
35,Non-binary,Diploma,Employable,6,Rural,Law,"Machine Learning, Mobile App Development, Financial Analysis",1,48.53333333333333,51.46666666666667
25,Non-binary,Diploma,Employable,11,Rural,Psychology,"Content Writing, Machine Learning, Data Analysis",8,48.53333333333333,51.46666666666667
22,Non-binary,Diploma,Employable,13,Rural,Social Work,"Cloud Computing, Machine Learning, Content Writing",10,48.53333333333333,51.46666666666667
30,Non-binary,Diploma,Employable,15,Rural,Computer Science,"Digital Marketing, Cybersecurity, IoT Development",5,48.53333333333333,51.46666666666667
22,Non-binary,Diploma,Employable,2,Rural,Humanities,"Cloud Computing, Digital Marketing, SEO",7,48.53333333333333,51.46666666666667
44,Non-binary,Matric,Unemployable,6,Urban,Education,"Public Speaking, SEO, Machine Learning",10,48.53333333333333,51.46666666666667
22,Non-binary,Matric,Unemployable,6,Urban,Marketing,"Cybersecurity, Financial Analysis, Human Resources",7,48.53333333333333,51.46666666666667
32,Non-binary,Matric,Unemployable,1,Urban,Education,"Cybersecurity, Cloud Computing, Graphic Design",5,48.53333333333333,51.46666666666667
41,Non-binary,Matric,Unemployable,10,Urban,Law,"Time Management, Mobile App Development, Blockchain",1,48.53333333333333,51.46666666666667
41,Non-binary,Matric,Unemployable,6,Urban,Agriculture,"IoT Development, Human Resources, SEO",4,48.53333333333333,51.46666666666667
26,Non-binary,Postgraduate,Unemployable,7,Urban,Social Work,"Public Speaking, Content Writing, Digital Marketing",0,48.53333333333333,51.46666666666667
37,Non-binary,Postgraduate,Unemployable,11,Urban,Agriculture,"Blockchain, Human Resources, IoT Development",6,48.53333333333333,51.46666666666667
35,Non-binary,Postgraduate,Unemployable,15,Urban,Social Work,"Financial Analysis, Time Management, Public Speaking",5,48.53333333333333,51.46666666666667
29,Non-binary,Postgraduate,Unemployable,4,Urban,Social Work,"Cloud Computing, Public Speaking, Cybersecurity",2,48.53333333333333,51.46666666666667
23,Non-binary,Postgraduate,Unemployable,7,Urban,Marketing,"Data Analysis, Mobile App Development, Machine Learning",6,48.53333333333333,51.46666666666667
39,Non-binary,Diploma,Unemployable,1,Rural,Computer Science,"Public Speaking, Time Management, Digital Marketing",9,48.53333333333333,51.46666666666667
35,Non-binary,Diploma,Unemployable,6,Rural,Environmental Science,"Data Analysis, Time Management, Graphic Design",4,48.53333333333333,51.46666666666667
34,Non-binary,Diploma,Unemployable,4,Rural,Marketing,"IoT Development, Blockchain, Machine Learning",0,48.53333333333333,51.46666666666667
42,Non-binary,Diploma,Unemployable,3,Rural,Agriculture,"Data Analysis, Human Resources, Content Writing",0,48.53333333333333,51.46666666666667
28,Non-binary,Diploma,Unemployable,5,Rural,Computer Science,"Cloud Computing, Financial Analysis, Human Resources",1,48.53333333333333,51.46666666666667
26,Non-binary,Diploma,Employable,9,Urban,Agriculture,"Human Resources, Data Analysis, Machine Learning",0,48.53333333333333,51.46666666666667
40,Non-binary,Diploma,Employable,8,Urban,Psychology,"Digital Marketing, SEO, Data Analysis",5,48.53333333333333,51.46666666666667
24,Non-binary,Diploma,Employable,8,Urban,Agriculture,"Graphic Design, Cybersecurity, SEO",0,48.53333333333333,51.46666666666667
25,Non-binary,Diploma,Employable,13,Urban,Humanities,"Financial Analysis, Machine Learning, Mobile App Development",6,48.53333333333333,51.46666666666667
18,Non-binary,Diploma,Employable,5,Urban,Psychology,"Human Resources, Blockchain, Cybersecurity",9,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,5,Urban,Architecture,"Mobile App Development, IoT Development, SEO",1,48.53333333333333,51.46666666666667
41,Female,Degree,Unemployable,9,Urban,Finance,"Financial Analysis, Machine Learning, Blockchain",8,48.53333333333333,51.46666666666667
32,Female,Degree,Unemployable,15,Urban,Psychology,"Graphic Design, IoT Development, Content Writing",9,48.53333333333333,51.46666666666667
34,Female,Degree,Unemployable,8,Urban,Law,"IoT Development, Data Analysis, Blockchain",1,48.53333333333333,51.46666666666667
24,Female,Degree,Unemployable,3,Urban,Computer Science,"Data Analysis, Machine Learning, IoT Development",4,48.53333333333333,51.46666666666667
39,Male,Postgraduate,Employable,6,Urban,Education,"Blockchain, Financial Analysis, Graphic Design",2,48.53333333333333,51.46666666666667
19,Male,Postgraduate,Employable,14,Urban,Finance,"Data Analysis, Cloud Computing, Content Writing",3,48.53333333333333,51.46666666666667
42,Male,Postgraduate,Employable,5,Urban,Agriculture,"Human Resources, Mobile App Development, Content Writing",3,48.53333333333333,51.46666666666667
39,Male,Postgraduate,Employable,3,Urban,Agriculture,"IoT Development, Graphic Design, Content Writing",6,48.53333333333333,51.46666666666667
37,Male,Postgraduate,Employable,0,Urban,Social Work,"Financial Analysis, Data Analysis, SEO",7,48.53333333333333,51.46666666666667
22,Male,Postgraduate,Employable,9,Rural,Marketing,"Digital Marketing, Cybersecurity, Content Writing",4,48.53333333333333,51.46666666666667
43,Male,Postgraduate,Employable,12,Rural,Humanities,"Mobile App Development, SEO, Public Speaking",3,48.53333333333333,51.46666666666667
37,Male,Postgraduate,Employable,8,Rural,Social Work,"Machine Learning, Data Analysis, Financial Analysis",3,48.53333333333333,51.46666666666667
33,Male,Postgraduate,Employable,5,Rural,Agriculture,"Cybersecurity, Financial Analysis, Human Resources",2,48.53333333333333,51.46666666666667
24,Male,Postgraduate,Employable,14,Rural,Computer Science,"Blockchain, SEO, Mobile App Development",1,48.53333333333333,51.46666666666667
36,Female,Matric,Employable,10,Urban,Architecture,"Digital Marketing, Human Resources, Machine Learning",1,48.53333333333333,51.46666666666667
42,Female,Matric,Employable,3,Urban,Computer Science,"Mobile App Development, Data Analysis, Human Resources",10,48.53333333333333,51.46666666666667
23,Female,Matric,Employable,4,Urban,Finance,"Cybersecurity, IoT Development, Data Analysis",8,48.53333333333333,51.46666666666667
18,Female,Matric,Employable,9,Urban,Environmental Science,"Graphic Design, Time Management, Financial Analysis",6,48.53333333333333,51.46666666666667
21,Female,Matric,Employable,4,Urban,Marketing,"Human Resources, Financial Analysis, Public Speaking",9,48.53333333333333,51.46666666666667
39,Female,Postgraduate,Unemployable,3,Urban,Marketing,"Blockchain, Mobile App Development, Time Management",7,48.53333333333333,51.46666666666667
31,Female,Postgraduate,Employable,7,Urban,Marketing,"IoT Development, Human Resources, Time Management",0,48.53333333333333,51.46666666666667
28,Female,Postgraduate,Employable,8,Urban,Humanities,"Cloud Computing, SEO, Human Resources",4,48.53333333333333,51.46666666666667
30,Female,Postgraduate,Employable,2,Urban,Architecture,"Blockchain, IoT Development, Time Management",9,48.53333333333333,51.46666666666667
25,Female,Postgraduate,Employable,5,Urban,Psychology,"Machine Learning, Cybersecurity, Graphic Design",9,48.53333333333333,51.46666666666667
45,Non-binary,Degree,Unemployable,14,Rural,Agriculture,"SEO, Public Speaking, Blockchain",7,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Unemployable,2,Rural,Humanities,"Machine Learning, Blockchain, Mobile App Development",3,48.53333333333333,51.46666666666667
34,Non-binary,Degree,Unemployable,3,Rural,Agriculture,"IoT Development, Cybersecurity, SEO",5,48.53333333333333,51.46666666666667
19,Non-binary,Degree,Unemployable,2,Rural,Social Work,"Human Resources, IoT Development, Cybersecurity",9,48.53333333333333,51.46666666666667
30,Non-binary,Degree,Unemployable,3,Rural,Psychology,"Time Management, Graphic Design, SEO",2,48.53333333333333,51.46666666666667
32,Non-binary,Matric,Employable,9,Rural,Computer Science,"Financial Analysis, Human Resources, Digital Marketing",10,48.53333333333333,51.46666666666667
29,Non-binary,Matric,Employable,3,Rural,Social Work,"Time Management, Financial Analysis, Content Writing",9,48.53333333333333,51.46666666666667
24,Non-binary,Matric,Employable,9,Rural,Education,"Cloud Computing, Data Analysis, Graphic Design",5,48.53333333333333,51.46666666666667
45,Non-binary,Matric,Employable,0,Rural,Marketing,"Financial Analysis, Data Analysis, SEO",9,48.53333333333333,51.46666666666667
27,Non-binary,Matric,Unemployable,3,Rural,Marketing,"IoT Development, Machine Learning, Graphic Design",3,48.53333333333333,51.46666666666667
22,Non-binary,Diploma,Unemployable,6,Urban,Psychology,"Machine Learning, Mobile App Development, Public Speaking",4,48.53333333333333,51.46666666666667
27,Non-binary,Diploma,Unemployable,5,Urban,Marketing,"Financial Analysis, Human Resources, IoT Development",9,48.53333333333333,51.46666666666667
45,Non-binary,Diploma,Unemployable,2,Urban,Finance,"Blockchain, Human Resources, IoT Development",2,48.53333333333333,51.46666666666667
21,Non-binary,Diploma,Unemployable,12,Urban,Psychology,"Content Writing, Human Resources, IoT Development",2,48.53333333333333,51.46666666666667
33,Non-binary,Diploma,Unemployable,0,Urban,Finance,"Content Writing, Time Management, Machine Learning",1,48.53333333333333,51.46666666666667
30,Female,Diploma,Unemployable,10,Urban,Psychology,"Public Speaking, IoT Development, Time Management",9,48.53333333333333,51.46666666666667
37,Female,Diploma,Unemployable,15,Urban,Environmental Science,"Data Analysis, Human Resources, Blockchain",5,48.53333333333333,51.46666666666667
40,Female,Diploma,Unemployable,12,Urban,Social Work,"Mobile App Development, Graphic Design, Content Writing",1,48.53333333333333,51.46666666666667
44,Female,Diploma,Unemployable,11,Urban,Environmental Science,"Graphic Design, Digital Marketing, Machine Learning",3,48.53333333333333,51.46666666666667
26,Female,Diploma,Unemployable,12,Urban,Humanities,"Time Management, SEO, Public Speaking",8,48.53333333333333,51.46666666666667
20,Female,Degree,Employable,3,Rural,Environmental Science,"Mobile App Development, IoT Development, SEO",6,48.53333333333333,51.46666666666667
41,Female,Degree,Employable,14,Rural,Education,"Graphic Design, Cybersecurity, SEO",5,48.53333333333333,51.46666666666667
24,Female,Degree,Employable,3,Rural,Agriculture,"Mobile App Development, Graphic Design, Content Writing",4,48.53333333333333,51.46666666666667
37,Female,Degree,Employable,5,Rural,Humanities,"IoT Development, Human Resources, Data Analysis",3,48.53333333333333,51.46666666666667
22,Female,Degree,Employable,11,Rural,Computer Science,"Public Speaking, Cybersecurity, Cloud Computing",9,48.53333333333333,51.46666666666667
40,Non-binary,Postgraduate,Employable,13,Urban,Computer Science,"Content Writing, Graphic Design, Cybersecurity",4,48.53333333333333,51.46666666666667
24,Non-binary,Postgraduate,Employable,4,Urban,Psychology,"Mobile App Development, Cybersecurity, Public Speaking",7,48.53333333333333,51.46666666666667
30,Non-binary,Postgraduate,Employable,10,Urban,Psychology,"Financial Analysis, Public Speaking, Machine Learning",7,48.53333333333333,51.46666666666667
27,Non-binary,Postgraduate,Employable,14,Urban,Psychology,"Data Analysis, Human Resources, SEO",10,48.53333333333333,51.46666666666667
28,Non-binary,Postgraduate,Employable,0,Urban,Computer Science,"Content Writing, Graphic Design, Time Management",4,48.53333333333333,51.46666666666667
20,Male,Postgraduate,Employable,7,Rural,Education,"Machine Learning, Mobile App Development, Cybersecurity",2,48.53333333333333,51.46666666666667
28,Male,Postgraduate,Employable,1,Rural,Finance,"Cybersecurity, Machine Learning, Time Management",6,48.53333333333333,51.46666666666667
27,Male,Postgraduate,Unemployable,7,Rural,Education,"Cybersecurity, Graphic Design, Machine Learning",1,48.53333333333333,51.46666666666667
35,Male,Postgraduate,Employable,5,Rural,Architecture,"Blockchain, Content Writing, Financial Analysis",10,48.53333333333333,51.46666666666667
22,Male,Postgraduate,Employable,5,Rural,Marketing,"Content Writing, Cybersecurity, Public Speaking",6,48.53333333333333,51.46666666666667
38,Male,Diploma,Unemployable,15,Urban,Social Work,"Digital Marketing, SEO, Content Writing",10,48.53333333333333,51.46666666666667
33,Male,Diploma,Unemployable,4,Urban,Finance,"Cloud Computing, Data Analysis, Blockchain",7,48.53333333333333,51.46666666666667
33,Male,Diploma,Unemployable,3,Urban,Architecture,"Financial Analysis, Cybersecurity, Digital Marketing",7,48.53333333333333,51.46666666666667
26,Male,Diploma,Unemployable,10,Urban,Environmental Science,"SEO, Graphic Design, Financial Analysis",9,48.53333333333333,51.46666666666667
29,Male,Diploma,Unemployable,8,Urban,Agriculture,"Public Speaking, Financial Analysis, Graphic Design",4,48.53333333333333,51.46666666666667
29,Non-binary,No Qualification,Unemployable,1,Rural,Finance,"Blockchain, Human Resources, Machine Learning",6,48.53333333333333,51.46666666666667
42,Non-binary,No Qualification,Unemployable,4,Rural,Environmental Science,"Financial Analysis, Human Resources, Public Speaking",10,48.53333333333333,51.46666666666667
37,Non-binary,No Qualification,Unemployable,2,Rural,Education,"Blockchain, Content Writing, Machine Learning",10,48.53333333333333,51.46666666666667
22,Non-binary,No Qualification,Unemployable,5,Rural,Law,"Data Analysis, Machine Learning, Blockchain",9,48.53333333333333,51.46666666666667
25,Non-binary,No Qualification,Unemployable,2,Rural,Agriculture,"Cybersecurity, Time Management, Machine Learning",5,48.53333333333333,51.46666666666667
22,Non-binary,Diploma,Unemployable,6,Rural,Education,"Cybersecurity, SEO, Content Writing",3,48.53333333333333,51.46666666666667
25,Non-binary,Diploma,Unemployable,15,Rural,Marketing,"SEO, Cybersecurity, Data Analysis",5,48.53333333333333,51.46666666666667
21,Non-binary,Diploma,Unemployable,15,Rural,Architecture,"Graphic Design, Content Writing, Public Speaking",7,48.53333333333333,51.46666666666667
40,Non-binary,Diploma,Unemployable,14,Rural,Law,"Mobile App Development, Public Speaking, Cloud Computing",5,48.53333333333333,51.46666666666667
